,Year,Month,Latitude,Longitude,Depth,Region,Coral_cover,Reef_complexity,SST,NPP,Wave_exposure,Habitat_type_classLV2,Coral_area_UFRTM_20km,Coral_area_UFRTM_200km,Depth_Sbrocco,Deepwater,FSA,Marina_slips_10km,Marina_slips_25km,Marine_reserve,Population_20km,Population_50km,Recreational_fishermen_50km,Tourist_fishing,SG_permits_50km,SG_charter_permits_25km,Total_gravity,Keys_Divisions,Nursery_mangroves,Commercial_pounds_landed,Pop_per_area_reef_20km,impact,HABITAT_CD,Diversity_index
731,2009,June,25.1136729,-80.2846372,7.851801802,FLA KEYS,1.5,0.718693694,24.047052,424.0940247,7.455462456,Pavement,61533,1115797,-10.0,707.1068115,8071.067871,0,1593,Open,7888,176825,15745,2.741335608,38,23,294.0,Upper Keys,375606.6875,318050.4,0.128191377,0.3779872290149243,CONT_LR,0.821294899
732,2009,June,25.12233148,-80.28318578,10.39327354,FLA KEYS,2.977578475,0.374719731,24.0474182,415.8886108,7.466576576,Pavement,61557,1123162,-7.0,1272.792236,7129.646484,0,1503,Open,7909,189462,16722,2.879704685,38,23,294.0,Upper Keys,450084.7188,318050.4,0.128482545,0.3750593872964643,CONT_LR,0.884912113
733,2009,September,25.13156317,-80.27092899,12.5,FLA KEYS,3.63064133,0.35783848,24.0938965,412.2911377,7.462530136,Pavement,60682,1130148,-12.0,1272.792236,5532.590332,0,1473,Open,7319,197420,17406,3.074642297,39,23,294.0,Upper Keys,283956.1563,318050.4,0.120612373,0.36543250337945565,CONT_LR,0.871772177
734,2009,September,25.12431086,-80.26885218,23.64185804,FLA KEYS,5.391440501,1.268215031,24.0956665,411.2653198,7.463237762,Pavement with Sand Channels,60239,1122297,-23.0,524.2640991,6208.326172,0,1473,Open,7429,183998,17406,2.909006372,38,23,294.0,Upper Keys,150833.25,318050.4,0.12332542,0.3699790813991532,SPGR_LR,0.871819332
735,2009,September,25.1263833,-80.26695,7.130662021,FLA KEYS,6.650406504,0.904297329,24.1004883,410.7394714,7.465772152,Pavement with Sand Channels,60248,1123801,-12.0,565.6854248,5966.904785,0,1473,Open,7319,197420,17167,2.953772839,38,23,202.0,Upper Keys,145135.125,318050.4,0.121481211,0.368102894245133,SPGR_LR,0.89737675
736,2009,September,25.12773421,-80.26694105,16.75463918,FLA KEYS,3.5,1.075773196,24.1018616,410.7150574,7.464971066,Pavement with Sand Channels,60365,1125496,-12.0,707.1068115,5766.904785,0,1473,Open,7319,197420,17167,3.00708563,38,23,202.0,Upper Keys,159605.8125,318050.4,0.121245755,0.3676376556688136,SPGR_LR,0.892822583
737,2009,September,25.1786546,-80.26519633,2.788170865,FLA KEYS,7.455640745,0.678696605,24.0913635,517.8067627,7.375926018,Pavement,64024,1158127,-3.0,3918.376709,3797.056397,0,1373,Open,7487,298037,23450,3.594543758,47,23,285.0,Upper Keys,589515.125,318050.4,0.116940522,0.3513316055605752,CONT_LR,0.923435435
738,2009,September,25.13126906,-80.26079638,22.7949506,FLA KEYS,2.46377607,1.662678375,24.120813,408.509552,7.464037418,Pavement with Sand Channels,60173,1126766,-26.0,424.2640686,5118.376465,0,1459,Open,6994,193809,17167,3.074642297,39,23,202.0,Upper Keys,90889.49219,318050.4,0.116231532,0.36221367254897413,SPGR_LR,0.85262147
739,2009,September,25.1398833,-80.25975,8.446424518,FLA KEYS,2.607264472,3.0,24.1236816,409.020813,7.461399555,Pavement with Sand Channels,60448,1133260,-13.0,948.5281372,4176.955078,0,1399,Closed,7003,209091,19163,0.0,39,23,202.0,Upper Keys,140852.6406,318050.4,0.115851641,0.35869964588681746,SPGR_HR,0.911656301
740,2009,September,25.16749955,-80.24089203,14.40089087,FLA KEYS,2.251113586,0.300222717,24.1351563,472.8483887,7.377183437,Pavement with Sand Channels,61475,1147295,-13.0,1372.792236,841.4213867,0,1063,Open,5955,264177,21578,3.474488235,47,23,202.0,Upper Keys,59768.4375,318050.4,0.096868646,0.35148926962657717,CONT_LR,0.894435833
741,2009,September,25.18897404,-80.23084368,8.048081023,FLA KEYS,5.72761194,1.4,24.1568848,551.7062378,7.363711834,Spur and Groove,61111,1151880,-11.0,1800.0,2582.842773,0,939,Open,5231,292918,24306,3.435622803,39,23,285.0,Upper Keys,74046.64063,318050.4,0.085598337,0.348,SPGR_LR,0.923050608
742,2009,September,25.1979833,-80.22875245,4.046319366,FLA KEYS,2.970554926,0.47610419,24.1620117,584.1307983,7.362526894,Pavement,60323,1150530,-5.0,1982.842773,3624.26416,0,885,Open,4562,332767,24996,3.52902193,39,23,285.0,Upper Keys,130857.0,318050.4,0.075626212,0.3496076318532675,CONT_LR,0.900507409
743,2009,August,25.22857315,-80.22912798,3.408053691,FLA KEYS,8.674496644,0.790939597,24.1712585,704.7966919,7.331819534,Individual or Aggregated Patch Reef,59797,1144611,-2.0,3341.421387,3497.056397,0,636,Open,3809,392278,29108,3.893258179,41,23,285.0,Upper Keys,347977.1563,318050.4,0.063698848,0.344,CONT_LR,0.884804404
744,2009,September,25.18577417,-80.22634899,13.19913232,FLA KEYS,2.002169197,0.550433839,24.1635071,528.6846924,7.416910172,Pavement with Sand Channels,60747,1149076,-20.0,1248.528198,2348.528076,0,939,Open,4276,285287,22583,3.396960855,39,23,285.0,Upper Keys,20431.53906,318050.4,0.070390307,0.3477572048739908,SPGR_LR,0.84247533
745,2009,September,25.27695635,-80.22606035,2.752764977,FLA KEYS,5.00921659,0.401843318,24.0678955,719.4970703,7.336148262,Pavement,57539,1139221,-4.0,5301.219238,7059.797852,330,775,Open,1983,633532,38903,6.20585313,42,23,307.0,Upper Keys,1498210.5,318050.4,0.034463581,0.33337014923832436,ISOL_MR,0.902544921
746,2009,September,25.19812784,-80.22489017,7.412711864,FLA KEYS,4.718220339,1.555084746,24.1697021,572.9241943,7.398565769,Aggregate Reef,60060,1148208,-9.0,1582.842773,3411.269775,0,784,Open,4189,323789,24996,3.515185022,39,23,285.0,Upper Keys,78675.65625,318050.4,0.06974692,0.352,SPGR_HR,0.888589064
747,2009,September,25.2066,-80.2207833,7.587728741,FLA KEYS,7.959095802,1.931646932,24.1826111,592.9377441,7.431508541,Spur and Groove,59384,1144532,-5.0,1565.685425,2597.056397,0,671,Closed,3820,345858,26185,0.0,39,23,285.0,Upper Keys,96682.13281,318050.4,0.064327091,0.344,SPGR_HR,0.909714954
748,2009,September,25.30287494,-80.21447554,3.599555556,FLA KEYS,5.004444444,0.799,24.0732666,672.7120972,7.387553215,Pavement,55128,1130044,-4.0,5462.741699,4841.421387,330,761,Open,1708,865592,45920,7.773289901,46,23,307.0,Upper Keys,2269396.25,318050.4,0.030982441,0.32880648425546244,ISOL_MR,0.936804404
749,2009,August,25.21088296,-80.21293562,7.111578947,FLA KEYS,3.778947368,2.079052632,24.2034241,581.1619873,7.430155277,Aggregate Reef,58619,1139370,-10.0,965.6854248,1589.949463,0,636,Closed,3472,337167,26861,0.0,39,23,285.0,Upper Keys,44804.59375,318050.4,0.059229943,0.344,SPGR_HR,0.786156611
750,2009,August,25.22260505,-80.20930793,8.330528846,FLA KEYS,3.564903846,2.869591346,24.2208191,604.9256592,7.393053055,Spur and Groove,58254,1137180,-4.0,1182.842773,1248.528198,0,636,Closed,3068,378179,27300,0.0,39,23,285.0,Upper Keys,80469.84375,318050.4,0.052665911,0.344,SPGR_HR,0.882270907
751,2009,September,25.23624298,-80.20077204,11.16451613,FLA KEYS,3.064516129,0.508064516,24.2487732,605.3834839,7.399538517,Spur and Groove,57925,1132760,-10.0,900.0,2182.842773,0,591,Open,2183,387247,28493,3.738406902,40,23,285.0,Upper Keys,76221.69531,318050.4,0.037686664,0.31,CONT_LR,0.823530226
752,2009,September,25.24679037,-80.19869153,4.351666667,FLA KEYS,0.251666667,0.937083333,24.2236267,594.8408813,7.437270641,Pavement,57308,1129728,-6.0,1100.0,3300.0,0,591,Open,1797,453711,29874,4.105491925,41,23,285.0,Upper Keys,125076.4375,318050.4,0.031356879,0.3199940730752635,CONT_LR,0.774071129
753,2009,August,25.26588762,-80.18531969,7.998566703,FLA KEYS,0.992833517,0.525358324,24.205957,534.1167603,7.406882763,Spur and Groove,56397,1125019,-14.0,707.1068115,3582.842773,0,486,Open,1552,506980,32890,4.713501931,41,23,285.0,Upper Keys,130944.7734,318050.4,0.027519194,0.307,CONT_LR,0.687331396
754,2009,September,25.32937993,-80.18382985,3.256105611,FLA KEYS,3.678767877,0.596149615,24.1848389,539.1240234,7.422106266,Pavement,49114,1120757,-4.0,3800.0,3945.584473,276,514,Open,1686,1112509,53254,13.42708807,50,23,307.0,Upper Keys,1887364.625,318050.4,0.034328297,0.359816578987882,CONT_LR,0.906905048
755,2009,August,25.26330553,-80.18313299,14.66755853,FLA KEYS,1.0,0.855852843,24.2166687,525.4934082,7.420482635,Pavement with Sand Channels,56300,1124664,-14.0,424.2640686,3300.0,0,486,Open,1552,506980,32890,4.549900845,41,23,285.0,Upper Keys,76956.45313,318050.4,0.027566607,0.27716978114286356,SPGR_LR,0.813407204
756,2009,September,25.29338983,-80.17529419,10.4,FLA KEYS,1.0,0.3,24.2150818,494.505127,7.470486164,Aggregate Reef,52147,1120493,-9.0,1089.949463,1131.37085,24,395,Open,1536,688607,39184,6.761364279,42,23,218.0,Upper Keys,285500.9063,318050.4,0.029455194,0.17,CONT_LR,0.880484381
757,2009,September,25.3012934,-80.16849798,10.91329046,FLA KEYS,13.87620579,0.677491961,24.2437988,449.9389343,7.414015293,Spur and Groove,50524,1116528,-11.0,989.9495239,141.4213562,24,514,Open,1536,729400,40176,7.041968629,42,23,218.0,Upper Keys,220861.6406,318050.4,0.030401393,0.31,CONT_LR,0.86740332
758,2009,September,25.38510697,-80.16813598,2.3,FLA KEYS,2.246392897,0.698557159,24.1774536,359.5367432,7.340752602,Individual or Aggregated Patch Reef,41942,1111629,-2.0,3841.421387,9565.685547,0,524,Open,1702,1700498,67836,25.64755002,47,0,215.0,Upper Keys,1741061.875,318050.4,0.040579848,0.497,ISOL_MR,0.851503028
759,2009,September,25.39124915,-80.16420975,2.656482525,FLA KEYS,15.20744081,0.626944758,24.1962219,362.8186035,7.347743988,Pavement,41152,1109624,-2.0,3682.842773,10100.0,0,524,Open,1693,1743963,69752,26.21582596,47,0,215.0,Upper Keys,1511946.25,318050.4,0.041140163,0.494720438579724,ISOL_MR,0.783285385
760,2009,September,25.34442064,-80.15343756,6.598374865,FLA KEYS,11.79739978,0.900541712,24.2698303,343.8835144,7.429347515,Individual or Aggregated Patch Reef,44266,1109020,-5.0,1241.421387,5397.056152,0,514,Open,1535,1273147,56757,18.00926947,42,0,218.0,Upper Keys,531058.75,318050.4,0.034676727,0.31,ISOL_MR,0.852772751
761,2009,August,25.3659627,-80.13774822,13.97266667,FLA KEYS,2.743333333,1.125666667,24.3044678,353.0641174,7.358051777,Pavement with Sand Channels,41456,1105070,-20.0,400.0,8518.376953,0,514,Open,1506,1480425,61896,22.16276135,41,0,215.0,Upper Keys,244964.875,318050.4,0.036327673,0.4941083506493069,SPGR_LR,0.857693244
762,2009,September,25.38356157,-80.13821211,4.396640538,FLA KEYS,1.0,0.748600224,24.3452393,358.6838684,7.336702824,Aggregate Reef,39579,1105504,-11.0,800.0,10376.95508,0,514,Open,1506,1621466,65609,24.84319507,44,0,215.0,Upper Keys,439189.0,318050.4,0.038050481,0.497,SPGR_LR,0.836799303
763,2009,September,25.38509714,-80.13627295,2.7,FLA KEYS,1.5,0.651057579,24.3591553,359.7035217,7.349124432,Pavement,39165,1105238,-11.0,682.8427124,10659.79785,0,514,Open,1506,1621466,65609,25.00095581,45,0,215.0,Upper Keys,396626.0313,318050.4,0.0384527,0.4955587228398963,CONT_LR,0.798558664
764,2009,September,25.41272805,-80.13666107,6.4,FLA KEYS,1.0,0.361730769,24.3024231,378.8812866,7.295620918,Pavement,38523,1104087,-5.0,1500.0,13718.37695,0,524,Open,1355,1867062,73237,29.41713244,50,0,215.0,Upper Keys,209832.5781,318050.4,0.035173792,0.49754401025135014,CONT_LR,0.858738141
765,2009,September,25.40484885,-80.1322701,3.9,FLA KEYS,1.0,0.5,24.3801208,369.7373962,7.299676895,Pavement,38528,1104101,-6.0,900.0,12984.0625,0,524,Open,1392,1817173,70963,28.07972605,49,0,215.0,Upper Keys,193181.9063,318050.4,0.036129568,0.5001660233160035,SPGR_LR,0.824212068
766,2009,September,25.39322879,-80.12986374,18.0116129,FLA KEYS,4.246774194,1.276612903,24.4135986,363.2246094,7.339577675,Spur and Groove,38565,1104359,-29.0,341.4213562,11808.32617,0,514,Open,1438,1658430,66521,25.60276996,45,0,215.0,Upper Keys,220696.3906,318050.4,0.037287696,0.497,SPGR_LR,0.832863188
767,2009,September,25.42564556,-80.12377884,7.837472036,FLA KEYS,0.741051454,1.519686801,24.2637268,394.9877014,7.293886185,Pavement with Sand Channels,37756,1100904,-8.0,641.4213867,15615.43262,0,524,Open,460,1899429,74148,30.21680329,50,0,215.0,Upper Keys,49342.71875,318050.4,0.012183494,0.50002595681666,SPGR_LR,0.795460771
768,2009,May,25.74644702,-80.12154015,6.6,FLA KEYS,0.5,0.30128866,24.1907898,486.4741516,7.356423378,Colonized Pavement,73494,1001913,-5.0,3600.0,1000.0,1296,3620,Open,1067317,3840243,129124,54.41359151,54,20,9240.0,Upper Keys,946980.75,318050.4,14.52250524,0.7088769688465917,ISOL_LR,0.909520063
769,2009,September,25.48983438,-80.11344729,4.346234067,FLA KEYS,0.5,0.200753187,24.2593628,466.2272644,7.43100071,Reef Rubble,33176,1084634,-4.0,1200.0,23146.80469,0,411,Open,0,2335800,85256,35.95614663,58,0,314.0,Upper Keys,46678.125,318050.4,0.0,0.4477089681359156,RUBB_LR,0.804616409
770,2009,September,25.51678925,-80.11135624,7.403657262,FLA KEYS,4.021943574,1.622988506,24.2757202,490.1770325,7.39020443,Aggregate Reef,35094,1079169,-7.0,1300.0,24869.84766,0,809,Open,7463,2554663,89940,38.39562986,58,1,314.0,Upper Keys,59145.96094,318050.4,0.212657434,0.534,CONT_LR,0.875166178
771,2009,September,25.51155446,-80.10516593,11.47793792,FLA KEYS,0.734478936,0.524345898,24.3075806,485.2175293,7.413519382,Pavement with Sand Channels,34685,1078446,-12.0,600.0,25179.89844,0,809,Open,868,2486638,88809,37.95270065,58,1,314.0,Upper Keys,48581.14844,318050.4,0.025025227,0.5327787983820544,SPGR_LR,0.898190435
772,2009,September,25.57315037,-80.10297487,8.15011236,FLA KEYS,8.240449438,1.187752809,24.0403381,539.6935425,7.206969261,Colonized Pavement,39295,1057244,-6.0,1100.0,18279.89844,0,2435,Open,14427,2859482,97608,42.33159178,61,12,559.0,Upper Keys,33681.02344,318050.4,0.367145947,0.7221420991866565,CONT_LR,0.822587789
773,2009,May,25.7051377,-80.09932001,7.038486842,FLA KEYS,4.015350877,0.501535088,24.2287231,535.8692627,7.300630569,Aggregate Reef,66857,1007101,-12.0,1100.0,3721.320313,748,3172,Open,724608,3510080,120971,50.24117584,52,16,1529.0,Upper Keys,448397.2813,318050.4,10.838177,0.671,CONT_LR,0.858457619
774,2009,September,25.51333984,-80.09969163,18.53049793,FLA KEYS,2.673755187,1.108661826,24.3209778,486.6859436,7.425291538,Pavement with Sand Channels,34682,1076683,-38.0,0.0,24772.79297,0,809,Open,123,2468388,88169,37.9272191,58,1,314.0,Upper Keys,44009.20313,318050.4,0.003546508,0.5420783941412197,SPGR_LR,0.772102555
775,2009,September,25.56563482,-80.0992572,7.459251101,FLA KEYS,2.995594714,1.600881057,24.0523926,532.928833,7.271110058,Aggregate Reef,38821,1058830,-7.0,700.0,19014.21289,0,2274,Open,13000,2813442,96258,41.627102,61,11,559.0,Upper Keys,33752.73047,318050.4,0.334870302,0.724,CONT_LR,0.861945685
776,2009,September,25.58713719,-80.0988,5.053488372,FLA KEYS,0.5,0.174418605,24.0997559,550.7177124,7.200468063,Colonized Pavement,40042,1048401,-5.0,800.0,16614.21289,0,2615,Open,15576,2906853,99823,43.51723309,48,12,559.0,Upper Keys,22546.92383,318050.4,0.388991559,0.7080585901522151,RUBB_LR,0.855949506
777,2009,May,25.69688327,-80.09749118,8.500678733,FLA KEYS,5.255090498,1.400113122,24.2271667,544.989563,7.408555031,Aggregate Reef,64894,1009046,-11.0,900.0,4538.477539,697,3148,Open,699573,3463042,119560,49.91890924,52,16,1529.0,Upper Keys,334821.7813,318050.4,10.78024162,0.694,CONT_LR,0.808976744
778,2009,September,25.5607282,-80.09664584,14.95443593,FLA KEYS,1.485213582,0.55,24.0985657,528.8875122,7.319905281,Aggregate Reef,38082,1059150,-22.0,400.0,19389.94922,0,2274,Open,12106,2756662,95148,41.17742767,60,4,559.0,Upper Keys,32652.47266,318050.4,0.317892968,0.724,SPGR_LR,0.859701023
779,2009,September,25.58915,-80.097225,4.2,FLA KEYS,1.0,0.425,24.1124512,552.9178467,7.208951473,Colonized Pavement,40261,1046518,-17.0,700.0,16272.79199,0,2615,Open,16262,2940764,99823,43.60698059,48,12,559.0,Upper Keys,20401.875,318050.4,0.403914458,0.7057053806154573,CONT_LR,0.886633597
780,2009,September,25.56250143,-80.09561829,15.3049162,FLA KEYS,2.240782123,0.49877095,24.0956665,530.456665,7.306384087,Aggregate Reef,38230,1057417,-22.0,300.0,19148.52734,0,2274,Open,12106,2756662,96258,41.31551516,60,4,559.0,Upper Keys,30700.30859,318050.4,0.316662307,0.724,SPGR_LR,0.874321941
781,2009,September,25.59264235,-80.09464347,11.203367,FLA KEYS,2.516835017,0.523737374,24.1385437,555.0710449,7.233138561,Aggregate Reef,40482,1043260,-17.0,400.0,15848.52832,0,2615,Open,16262,2940764,99823,43.696166,48,8,559.0,Upper Keys,15867.31934,318050.4,0.401709402,0.705,SPGR_LR,0.897379938
782,2009,September,25.63901176,-80.09279884,12.2,FLA KEYS,3.151338766,0.991618161,24.1747681,593.6123657,7.449442863,Aggregate Reef,52896,1025031,-19.0,400.0,10648.52832,0,2977,Open,337717,3147641,106900,45.35658846,53,11,1529.0,Upper Keys,0.0,318050.4,6.384547036,0.71,SPGR_LR,0.882222527
783,2009,May,25.73726763,-80.08974133,13.54780488,FLA KEYS,1.5,0.423902439,24.2837158,498.184021,7.30630064,Aggregate Reef,71989,990261,-21.0,400.0,907.1068115,859,3501,Open,794368,3685954,124793,52.64075048,53,17,9240.0,Upper Keys,486575.2813,318050.4,11.03457473,0.708,CONT_LR,0.875078287
784,2009,May,25.74798459,-80.0893315,11.50371257,FLA KEYS,2.462874251,0.518502994,24.2763,483.6808777,7.335344315,Aggregate Reef,73979,985601,-19.0,400.0,1989.949463,924,3521,Open,828208,3746552,126880,53.37840374,53,17,9240.0,Upper Keys,476371.9688,318050.4,11.19517701,0.709,CONT_LR,0.867954071
785,2009,May,25.68166771,-80.08775253,13.83291139,FLA KEYS,3.481012658,0.998734177,24.2459351,562.4154663,7.418222904,Aggregate Reef,61463,1010609,-20.0,100.0,5824.26416,272,3070,Open,568121,3364868,116065,48.59724145,52,13,738.0,Upper Keys,92639.20313,318050.4,9.243300848,0.703,CONT_LR,0.777793483
786,2009,May,25.73183429,-80.08781177,18.92116716,FLA KEYS,2.776458952,0.7,24.2990051,505.5506287,7.312094212,Aggregate Reef,71052,991319,-22.0,100.0,441.4213562,774,3501,Open,762241,3636139,124793,52.12325027,52,17,1137.0,Upper Keys,445974.9375,318050.4,10.72793166,0.708,CONT_LR,0.935865884
787,2011,June,24.44258294,-81.98805651,22.17895377,FLA KEYS,2.931873479,1.480961071,23.6011292,529.9140015,7.059438229,Aggregate Reef,85786,1034993,-21.0,1024.264038,6014.213379,0,323,Open,0,40544,7279,1.64903383,54,0,64.0,Marquesas,159555.4688,1511066.2,0.0,0.205,SPGR_LR,0.655110292
788,2011,June,24.44229341,-81.98446045,22.92490931,FLA KEYS,1.774486094,1.070918984,23.6036926,529.7539673,7.036826611,Aggregate Reef,84998,1035484,-21.0,900.0,5614.213379,0,391,Open,0,40544,7279,1.64903383,54,0,64.0,Marquesas,151578.4219,1511066.2,0.0,0.205,SPGR_LR,0.773071
789,2011,June,24.44309716,-81.97879764,20.84506243,FLA KEYS,3.971623156,1.21861521,23.6030212,533.9108276,6.989781857,Aggregate Reef,85293,1036640,-23.0,900.0,5055.634766,0,391,Open,0,40545,7281,1.64903383,54,0,64.0,Marquesas,165262.7188,1511066.2,0.0,0.205,SPGR_LR,0.777414161
790,2011,June,24.44202527,-81.96835653,27.1911435,FLA KEYS,3.44955157,1.689910314,23.613855,529.0983276,7.028293133,Aggregate Reef,84033,1038534,-23.0,641.4213867,4014.213623,0,391,Open,40,40553,7281,1.64903383,54,0,64.0,Marquesas,138804.1719,1511066.2,0.000476003,0.205,SPGR_LR,0.460097632
791,2011,June,24.43313781,-81.96240614,19.02826603,FLA KEYS,2.219714964,1.116152019,23.6608826,484.204834,7.114432812,Aggregate Reef,74483,1038854,-36.0,0.0,2900.0,0,391,Open,98,40581,7289,1.64903383,54,0,69.0,Marquesas,43162.1875,1511066.2,0.001315736,0.205,SPGR_LR,0.811123491
792,2011,June,24.44595619,-81.9458946,10.91491841,FLA KEYS,1.268648019,0.679108392,23.6057678,544.5539551,6.946352482,Aggregate Reef,86778,1043881,-10.0,1400.0,1938.477661,0,619,Open,9645,41124,7530,1.649237314,54,0,69.0,Marquesas,162327.0313,1511066.2,0.111145682,0.411,CONT_LR,0.909031556
793,2011,June,24.44403338,-81.94199257,10.4,FLA KEYS,7.702290076,0.47480916,23.6167847,535.1200562,6.96062088,Aggregate Reef,84604,1044583,-13.0,1241.421387,1572.792236,0,619,Open,11915,41170,7530,1.649237314,54,0,69.0,Marquesas,139623.4063,1511066.2,0.140832585,0.411,SPGR_LR,0.814415204
794,2011,June,24.45410948,-81.94237401,8.807070707,FLA KEYS,3.023569024,0.725589226,23.5640808,584.553894,6.970019817,Pavement,92663,1046246,-12.0,2341.421387,2672.792236,0,723,Open,18166,41397,7563,1.649440798,54,0,69.0,Marquesas,308276.8125,1511066.2,0.196043728,0.34531952853125714,CONT_LR,0.901468758
795,2011,June,24.44957251,-81.93800457,8.152755906,FLA KEYS,1.527559055,0.515944882,23.5891663,561.6781006,6.962431431,Pavement,89950,1046529,-10.0,1900.0,2007.106812,0,723,Open,15009,41328,7584,1.649440798,54,0,69.0,Marquesas,230136.2344,1511066.2,0.166859366,0.3592599470761312,CONT_LR,0.915296943
796,2011,June,24.44505313,-81.92840505,6.182059123,FLA KEYS,2.278287462,2.005657492,23.6123901,542.5262451,6.986248016,Spur and Groove,86265,1047767,-8.0,1341.421387,1200.0,0,723,Open,18166,41457,7657,1.653103509,54,0,69.0,Marquesas,183274.6563,1511066.2,0.210583667,0.379,SPGR_HR,0.902575937
797,2011,July,24.43693038,-81.90463313,18.9154185,FLA KEYS,2.26376652,1.380231278,23.6749817,498.3565369,7.192966938,Aggregate Reef,75349,1050165,-23.0,0.0,2524.26416,0,723,Open,23742,42139,7811,1.661853319,70,126,69.0,Marquesas,38402.10156,1511066.2,0.315093764,0.379,SPGR_LR,0.805996741
798,2011,June,24.446567,-81.898483,22.41626849,FLA KEYS,3.783276451,1.702957907,23.6284729,548.2873535,6.986768246,Pavement,82486,1051390,-18.0,1100.0,3579.898926,0,723,Open,29872,42416,7914,1.661853319,70,126,69.0,Marquesas,103949.4922,1511066.2,0.362146304,0.3717593844495553,SPGR_LR,0.928673342
799,2011,June,24.44778211,-81.89545776,18.46694648,FLA KEYS,8.080272823,1.631689402,23.6267334,552.576355,6.989125729,Pavement,82591,1051717,-18.0,1141.421387,3921.320313,0,723,Open,29872,42416,7914,1.661853319,70,126,69.0,Marquesas,107752.625,1511066.2,0.361685898,0.372380080296901,SPGR_LR,0.719053345
800,2011,June,24.44555,-81.89025,23.95,FLA KEYS,4.75,1.225,23.6413208,542.6296387,7.047424793,Pavement,80702,1052129,-14.0,900.0,4438.477539,0,723,Open,32365,42640,7925,1.661853319,70,126,69.0,Marquesas,62202.47656,1511066.2,0.401043345,0.37265360272603143,SPGR_LR,0.823117737
801,2011,June,24.448083,-81.8879,15.68929412,FLA KEYS,2.655882353,1.130117647,23.6299988,556.3424072,7.047418118,Aggregate Reef,82260,1052483,-14.0,989.9495239,4762.741699,0,723,Open,32365,42640,7925,1.661853319,70,126,69.0,Marquesas,79850.25,1511066.2,0.393447605,0.374,SPGR_LR,0.876622554
802,2011,June,24.44612409,-81.88554028,23.56725469,FLA KEYS,2.018191841,1.18067806,23.6406189,546.8182983,7.108728886,Pavement,81466,1052531,-14.0,707.1068115,4879.898926,0,723,Open,32365,42640,8052,1.661853319,70,126,69.0,Marquesas,62880.73828,1511066.2,0.397282302,0.3731404609602262,SPGR_LR,0.885047291
803,2011,June,24.4507,-81.8849,14.00811808,FLA KEYS,1.986469865,0.657933579,23.6173645,569.989563,7.00313139,Spur and Groove,83921,1052831,-14.0,1048.528198,5187.005859,0,723,Open,32365,42640,8099,1.66246377,70,126,69.0,Marquesas,92902.88281,1511066.2,0.385660323,0.374,CONT_LR,0.926427465
804,2011,June,24.44825844,-81.88336701,23.00458015,FLA KEYS,6.526717557,1.776717557,23.633905,555.9095459,7.086613178,Aggregate Reef,82472,1052772,-26.0,707.1068115,5162.741699,0,723,Open,34029,42973,8052,1.662260286,70,126,69.0,Marquesas,72144.3125,1511066.2,0.412612766,0.374,SPGR_LR,0.610155784
805,2011,June,24.44912425,-81.87945726,22.01569061,FLA KEYS,13.20883978,2.024254144,23.6321045,558.0125122,7.072505474,Aggregate Reef,83353,1053071,-26.0,641.4213867,5604.163086,0,723,Open,34029,42973,8099,1.668568289,70,126,69.0,Marquesas,65945.53125,855670.2,0.408251653,0.374,SPGR_LR,0.519791618
806,2011,June,24.45279714,-81.86946934,12.2,FLA KEYS,2.0,1.187203791,23.6154724,566.7061157,6.949703693,Spur and Groove,87310,1054661,-7.0,941.4213867,6769.848633,0,723,Open,36519,43045,8115,1.668975256,70,126,74.0,Marquesas,61360.45313,855670.2,0.41826824,0.374,SPGR_LR,0.841931828
807,2011,June,24.45296372,-81.86460905,15.14790997,FLA KEYS,6.218649518,1.121864952,23.6185547,561.8597412,6.931960583,Spur and Groove,88322,1055176,-15.0,841.4213867,7269.848633,0,723,Open,36705,43049,8118,1.668975256,70,126,74.0,Marquesas,55262.28125,855670.2,0.415581622,0.374,SPGR_LR,0.722713874
808,2011,June,24.44183543,-81.86286171,23.11538462,FLA KEYS,3.162207358,1.116220736,23.6737915,507.8945923,7.201999187,Aggregate Reef,84439,1054565,-41.0,0.0,6972.791992,0,723,Open,35065,43043,8117,1.668975256,70,126,74.0,Marquesas,987.8652954,855670.2,0.415270195,0.374,SPGR_LR,0.790543148
809,2011,June,24.45315961,-81.8601221,15.06726505,FLA KEYS,3.322069694,1.445195354,23.6158386,561.3106689,6.940622807,Spur and Groove,89170,1055774,-15.0,800.0,7811.27002,0,723,Open,36705,43049,8118,1.668975256,70,126,74.0,Marquesas,45737.36328,855670.2,0.411629472,0.374,SPGR_LR,0.920527777
810,2011,June,24.45316752,-81.85422538,18.04155844,FLA KEYS,6.30755608,1.845395514,23.6195007,555.4313965,6.949459553,Spur and Groove,89730,1056317,-20.0,641.4213867,8411.269531,0,723,Open,36927,43315,8195,1.668975256,70,126,74.0,Marquesas,36122.14453,855670.2,0.411534604,0.374,SPGR_LR,0.841555049
811,2011,June,24.45376013,-81.85074298,21.14411765,FLA KEYS,2.480392157,1.422058824,23.6155334,556.6384888,6.950468063,Spur and Groove,90054,1056658,-20.0,700.0,8752.691406,0,723,Open,36927,43315,8195,1.668975256,70,126,74.0,Marquesas,33700.72266,855670.2,0.410053968,0.374,SPGR_LR,0.667624456
